,text,label
1428,VishwanathKH8 Hi Vishwanath we're disappointed to know about the experience you've had. Please share your dealer details via DM so that our team can connect with you for quicker assistance.,3
1429,Audi  .0 sedan  .5 Diesel  A6 Karnataka,0
1430,DSChauh54573033 Hi we're concerned to know about your experience and want to help you with it. Kindly share your contact number and car chassis number via DM as it will help us connect with you for further assistance.,3
1431,The new Tata Intra has ergonomically designed seats in an air conditioned cabin for driver s comfort and efficiency. Get more details here httpst.cod1V50kD1fF  TataIntra  Indias1stCompactTruck httpst.co2KE4oxjt7T,3
1432," TPIRPostYourPrize  NewCar ""1",0
1433, Insurance  AutoInsurance  Florida  Miami  Car  DeltoroInsurance  Protection  ,0
1434,Anoop94950167 Hi Anoop we never want our customers to have such an experience with us. Please share your contact details car chassis number and the dealer location via DM so that our team can connect with you to assist further.,3
1435,Rahulkhera9876 Namaste Rahul kripya humein thoda samay de taaki hum humari team se is par aage ki jaankari le sake. Hum jald hi aapse sampark karenge. Hum is beech aapke sahayog ko mahatav dete hai.,3
1436,Porsche  .0 crossover  .8 Petrol  Cayenne Ratnagiri,0
1437,Lexus  .0 sedan  .0 Petrol  GS  Nowgong,0
1438,drsuvadip Hi Suvadip the Harrier s Kryotec engine is optimally tuned for performance and fuel economy. Additionally it offers  engine drive modes (City ECO &amp; Sport) to suit the driving conditions.,3
1439,AnuragSason We bet that was an amazing adventure Anurag! Keep sharing more pictures and videos of your journeys with the Tata Tiago. ),3
1440,varnit_bisht Hi Varnit thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1441,What kind of inspection do you perform on your used cars?,0
1442,sanjver19 Hi Sanjay we'd really like to look into the concern you've raised. Please share your vehicle model &amp; contact details via DM so that we can connect with you for further help.,3
1443,Leave the summer heat behind and plan a family trip this monsoon. The new model has outstanding features like - Comfortable push back seats Individual AC vents Multiple USB charging points  feet  inch roof height Extra luggage space.  GhumoIndiaSaathSaath  TataWinger httpst.cow2PEteQYAp,3
1444,darshansuvarna Hi Darshan we are glad to hear. Customer service and satisfaction are of the utmost importance to us. We aim at delivering the best of our services to the customers and always strive to make their experience even better.,3
1445,Visible cracks damage or repairs,0
1446,RT oxfordevsummit We spoke to TataMotors MD Guenter Butschek about his thoughts on the 'e-ecosystem' and the collaboration needed to adv ,3
1447,The much-awaited Hyundai Grand i10 Nios has finally launched in India. For all you need to know Visit   ,0
1448,Hoses damaged,0
1449,Alok90Yadav Hi Alok we'll definitely help you with this. Kindly share your contact details car chassis number and dealer information via DM so that our team can connect with you and assist further.,3
1450,Tata Winger  Seater has individual AC vents to keep all the family members calm and comfortable. (12) httpst.cojqdLOp2tee,3
1451,Mercedes-Benz  .0 crossover  .2 Diesel  GLE-Class Karnataka,0
1452, We will be deploying about -250 electric vehicles by mid-July. The conditions of the second tender are being re-evaluated and will be released soon. EESL will continue to enable more energy and fuel savings by creating a robust market for e-mobility in India.,0
1453,Ameysonwane Hi Amey we request you to elaborate on your concern via DM so that we can soon have the relevant team assist you further.,3
1454,Desh ke saarthi ab banenge atmanirbhar Tata Motors ki Samarth Saarthi Kalyan Yojana ke saath. Ye yojana saarthiyo aur unke parivaar ki suraksha ki salah se lekar bachchon ki shiksha sampatti aur swasthya ke kalyan ka plan karti hai.  Samarth httpst.coxGwC196moP,3
1455,MandarJoshi2806 Hi Mandar we never want our customers to have such an experience with us. Please share your contact number car model booking details and the dealer information via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
1456,Audi  .0 crossover  .0 Diesel  Q7 Katihar,0
1457,diyamdiya Hi Diya we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details and dealer information via DM as it will help us to have the relevant team connect with you and assist further. httpst.coGpX5BQutJH,3
1458,ankurAg16677972 Hi Ankur we're concerned to hear about the problems you've faced and we'd like to help you with this. Please share your vehicle model contact information dealership details and vehicle chassis number via DM so we can have the relevant team assist you soon.,3
1459,3. How Long Is the Warranty?,0
1460,ShajahanHR Also the Harrier will be available only with the Kryotec .0L Diesel engine. Please stay tuned to our website and social media handles for further updates.(22),3
1461,You can also look for reported prices on websites,0
1462,Battery leakage,0
1463,Drum or rotor too thin (Mfr. Specs),0
1464,"With a  CuM body the Prima Lx .K is India s largest -axle tipper that gives best-in-class productivity. 
 TataTippers  TataPrima  DeshKeTruck httpst.cohQjq7PY2Rk",3
1465,The sticker price is $30000.,0
1466,Customer No. Are you not listening to me? I will pay the correct price which is $27000. What do you say? If the answer is no I want to get to another dealership before it gets too late.,0
1467,VijaySi45794910 Hi Vijay as per the update received from our team we understand that they ve contacted you and asked you to visit the workshop as per your convenience. We request you to stay in touch with them and they will help you.,3
1468,Deeviash49 Hi Deeviash we regret the inconvenience caused. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
1469,"""RT MobilityPremium View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our pre ""1",0
1470,ishaparatkar We're glad to see the  UrbanCarRedefined in your wishlist! Stay tuned to our social media handles for all the latest information about the Altroz. ),3
1471,Don't they teach you that in car salesman school?,0
1472, carlease  carleasing  cars  newcar  cardeals  latestcars ,0
1473,prashant18910 Hello Prashant we have been trying to reach out to the number provided by you but there is no response. Request you to provide alternate contact number so that our team can contact you.,3
1474,If you live in D.C. report any bad conduct to the Office of the Attorney General for the District of Columbia and the Federal Trade Commission. The Attorney General's office can help you understand your rights. The D.C. Attorney General's office has a Consumer Hotline for you to call,0
1475,donsuri333 Hi Jeswanth we never want our customers to have such an experience with us. Please share your contact details car chassis number and the dealer information via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
1476,param1239 Hi Ramesh we trust that the concerns raised by you have been addressed to your satisfaction. Do get back to us if you need any further assistance and we d be glad to help. Thank you and have a great day!,3
1477,Your family s entertainment will be always on with Tata Winger  seater s multiple USB ports. (12) httpst.coz25ChA9GMK,3
1478,Mercedes-Benz  .0 crossover  .99 Diesel  GLE-Class Assam,0
1479,"Discover o ""1",0
1480,"RT jtperformanceIN Find a parking spot that no one else can. That s how we like to do it at JTP!

Head to httpst.coAveQeN9ygb now. ht ",3
1481,If you re buying used you should also take a close look at the interior. There may be general wear-and-tear on the seats that you may need to repair yourself.,0
1482,We are delighted to supply  Tigor EVs to Janani Tours in Bengaluru as we continue our journey of driving electrification.  ConnectingAspirations httpst.coimvFoSyJbK,3
1483,nikku2906 Hi Nitesh thank you for sharing the above details. However we'd also need your dealer details via DM so that we can have the relevant team get in touch with you at the earliest.,3
1484,Audi  .0 sedan  .8 Other  A5 Odisha,0
1485,Check that all the interior and exterior lights including brake lights and flashers are working.,0
1486,shantanu_22 Hi we've received your details via DM and have acknowledged them. We request you to check the same.,3
1487,By bringing all the necessary information regarding your Tata Motors cars and more at your fingertips the TMSC App always keeps you ready for adventures. Download the app from Google Play or App Store now &amp; earn  SOUL points. httpst.co93X9gPRjEU,3
1488,ishaangulati57 Hi Ishaan do let us know the specifics of your query for us to take this forward.,3
1489,Mercedes-Benz  .0 van  .0 Diesel  Vito  . Kerala,0
1490,BMW  .0 crossover  .0 Diesel  X6 Uttar Pradesh,0
1491,Chevrolet  .0 sedan  .6 Gas  Lacetti Sahaswan,0
1492,Vamshiavk Hi Tiger thank you for writing to us. We suggest you to visit your nearest Tata Motors dealership as they will be able to assist you better with your requirement. Click here httpst.cov4cvJhDmnT to find the dealership that's closest to your location.,3
1493,mohankumar_1980 Hi Mohan thank you for writing to us. We'd like to inform you that the Tata Nexon is currently available with the BS IV compliant engine. To Know more about the  LevelNexSUV please click httpst.coS3AkXE6b9g.,3
1494,Someone55635936 Hi thank you for writing to us. As per company policy we cannot disclose any information pertaining to our future product strategies. Stay tuned to our website and social media pages to catch the latest updates.,3
1495,Mercedes-Benz  .0 sedan  .2 Diesel  C-Class Umreth,0
1496,nbackiet Hi Arjun we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can better assist with your concern.,3
1497,Mercedes-Benz  .0 vagon  .2 Diesel  E-Class Bharuch,0
1498,HariRC Hi Hari we have added the new Tata Tiago XZA+ and XZA variants. Do visit the Tiago website by clicking here httpst.coC3rMKgKlhu to know more. Please get back to us if you need any further assistance and we d be glad to help you.,3
1499,yogik380 Hi Yogesh we would really like to know what went wrong. Please elaborate on your concern so that we can better assist you with it. httpst.coGpX5BQutJH,3
1500,"Young kids are full of energy especially when they are with their friends! Our buses come with  safety features so that kids can be their energetic selves without you worrying about them hurting themselves!
 TataSkoolBus httpst.cogNlSYhXzZq",3
1501,All of our vehicles go thru an extensive mechanical safety inspection We take pride in delivering cars that meet and exceed industry standards for reconditioning. Our used cars inspection are made available to our customers. So if you are considering a used car please ask for your c,0
1502,tarunj2409 Hi Tarun we're concerned to know about your experience and want to help you with it. Kindly share your car chassis number and the dealer details via DM as it will help us connect with you for further assistance.,3
1503,Mercedes-Benz  .0 van  .2 Diesel  Vito  . Ichalkaranji,0
1504,Mercedes-Benz  .0 crossover  .0 Diesel  GLS  Jangaon,0
1505,vishwaj69076773 Hi Vishwajeet we would like to know more about your concern. Kindly DM us your location &amp; contact details &amp; our team will contact you.,3
1506,Volkswagen  .0 other  .0 Diesel  T5 (Transporter)   Tamil Nadu,0
1507,Priya_IOCL Hi Priyanka we've responded to your concern via DM. We request you to check the same.,3
1508,RahulHSC Hi Rahul we have shared your issue to the concerned team. They will contact you on priority.,3
1509,The pneumatic doors in our  buses come with sensors that keep the kids safe from falls or injuries even if they are at a close distance from the door   especially when the bus is in motion. The doors open only when children need to get in or get down from the bus.  TataSkoolBus httpst.coNpaNGW8oqM,3
1510,Free play in linkage more than   inch,0
1511,Mercedes-Benz  .0 other  .5 Petrol  CL  AMG Rajahmundry,0
1512,gvbn_balaji However we request you to share your car chassis number contact details and dealer details in the text format so that we can forward the details to the relevant team for further assistance as the picture shared by you is not clear.(22),3
1513,Anoop94950167 Hi Anoop you're welcome and we hope that your concern gets resolved soon. For any further assistance feel free to get in touch with us and we will be happy to help.,3
1514,rathodketan1449 Hi thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1515,ShailejTeri Hi Shailej thank you for sharing the above details. However we'd also need your contact number so that we can have the relevant team get in touch with you at the earliest. httpst.coGpX5BQutJH,3
1516,ZOLHARSHWARDHAN Hi Harshwardhan thank you for writing to us. As per company policy we cannot disclose any information pertaining to our future product strategies. (13),3
1517,rajesh_bhojak     DM                                         httpst.coGpX5BQutJH,3
1518,_SachinGaur Hi Sachin we'd like to better understand your concern. Kindly elaborate on it via DM and also share your preferred car model and contact details we'd be glad to help.,3
1519,What if I signed a paper saying I was purchasing the car 'as is'?,0
1520,If you decide to go with a different vehicle the dealer may offer the option to switch the deposit to a different car at their own discretion.,0
1521,Obviously you ll want to inspect the car yourself but take note of what the seller says. This is the seller s chance to disclose any issues they ve had in the past any current problems or flaws in the appearance.,0
1522,RT Valley_Nissan Congratulations to Jeremiah and Sara on their pre-loved Odyssey! A big thank you from sales consultants  Marcos and Alex 1,0
1523,"With safety features standard across all variants the Tata Tiago ensures that your driving experience  FeelsLikeFun without compromising on safety. 
Click here to know more httpst.coFWGCGiZXWh httpst.coxccGA35nY1",3
1524,Is this my primary car or secondary?,0
1525,anishmohanmp Hi Anish as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
1526,Gas guzzlers that don t get a lot of miles per gallon will cost you more in the long run. But if you want a truck or SUV and can afford the costs to fuel it then this may not be an issue for you.,0
1527,Ashish85832891 Hi Ashish thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1528,Rahul_2429 For any further assistance we request you to stay in touch with our on-ground team and they will surely help you with it. (33),3
1529,"The Ultra T.7 effortlessly navigates through narrow and challenging lanes making it a fantastic choice for businesses that require last-mile deliveries.
 DilSeUltra httpst.co7rDyBNSMgC",3
1530,seller of course just follow me,0
1531,The new model now has outstanding features like   Extra luggage space Individual AC vents Multiple USB charging points  feet  inch roof height Comfortable Push Back Seats.  GhumoIndiaSaathSaath  TataWinger (22),3
1532,frohitmalhotra Hi Rohit suggestions really help us make the necessary improvements in our products and we thank you for sharing your valuable feedback. Do let us know if there is anything specific you need our assistance with and we'd be happy to help! ),3
1533,Is xma model worth buying since there are no features in xma?,0
1534,Can I see pictures of the vehicle that you will be purchasing?,0
1535,ShajahanHR Hi Shajahan the automatic variant of the Harrier will be introduced as a part of the product life cycle and will be announced at an appropriate time.(12),3
1536,Yes simply fill out our locater request and we will locate a vehicle that meets your requirements.,0
1537,RT jtperformanceIN When it s late at night and the roads are empty there s no better place to be than in a JTP. Discover the features of ,3
1538,Mercedes-Benz  .0 sedan  .8 Gas  E-Class Jammu,0
1539,Urbana77246453 Hi we're disappointed to know about the experience you've had. Please share your contact information and vehicle chassis number via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
1540,Audi  .0 crossover  .0 Petrol  Q7 Arsikere,0
1541,What makes the SOUL community so special? The incredible community gives a chance for explorers like Bhavika Mehta to fulfil their dreams of going on amazing expeditions Iconic International Drive &amp; more. Click the link to  DriveWithSOUL to Spiti &amp; Ladakh. httpst.coMizXQzsCxk httpst.cobyNjvOofT1,3
1542,Congratulations Elena Sanchez on your  Nissan  Rogue from Jose Enriquez at Nissan of Torrance!  NewCar ,0
1543,Jaick56972615 To know more please visit your nearest Tata Motors dealer. To locate your nearest dealer please click the link here httpst.coLf8TfMkMk3. (22),3
1544,I can t WAIT to poop on these fancy seats ??????  newcar  grandcherokee  jeep  roadtrip  crosscountry  wheels  travel  ,0
1545,Harsh_DubGaya Hi Harsh we regret the inconvenience caused. Kindly DM us your location &amp; contact details &amp; our team will contact you.,3
1546,Manavv_Agarwaal Hi Manav we have taken up your concern via Facebook and have shared it with our team. They will soon connect with you and address the same.,3
1547,Apki khushiyo ki chhabi kaisi hai are you satisfied nano?,0
1548,sribang Hi Srihari we regret the inconvenience caused and will definitely help you with this. Kindly share your desired car model and location details via DM so that our team can connect with you and assist further.,3
1549,Mercedes-Benz  .0 sedan  .8 Gas  E-Class Mancherial,0
1550,Now that you re ready to ask the right questions about buying a car it s time to do some more research.,0
1551,RSharathgugan Hi Sharath it will be worth waiting for the  UrbanCarRedefined. ),3
1552,samratamit Hi we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details and car chassis number via DM as it will help us to have the relevant team connect with you and assist further.,3
1553,Does the car come with a warranty? Which systems are covered by the warranty and which systems are not?,0
1554,prashant18910                   DM                                                                ,3
1555,"""Electric Spider wants to be released!",0
1556,ZOLHARSHWARDHAN We aim at delivering the best of our products &amp; services to the customers and always strive to make their experience even better. Do get back to us if you need any further assistance we'd be glad to help.(33),3
1557,Do you take trade-ins? (Dealership),0
1558,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
1559,IamRRanga Hi we're really delighted to see your love for Tata Motors. Customer satisfaction is of the utmost importance to us. We aim at delivering the best of our services to the customers and always strive to make their experience even better. (12),3
1560,hiteshsharma2 Hi Hitesh we have responded to your concern via DM. Kindly check and acknowledge the same.,3
1561,seller it's Rp.280.000.000 and will give you some bonus like cash back and car cover,0
1562,Front wheels aligned improperly (DOT specs),0
1563,3 Window Guardrails are provided as added safety for children sitting close to the windows.  TataSkoolBus httpst.co9Hf7p59oLE,3
1564,himansh1910 Hi Himanshu as per the update received from our team we understand that your vehicle is ready for delivery and request you to visit the workshop to pick up the vehicle. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
1565,bag189 Hi Ashish thank you for sharing your contact number. However we also require the dealer details &amp; vehicle model so that we can have the relevant team connect with you to assist further.,3
1566,BssCoolCool Hi we regret the inconvenience caused. Kindly DM us location &amp; contact details &amp; our team will contact you.,3
1567,Toyota  .0 crossover  .5 Diesel  Land Cruiser  Phagwara,0
1568,buyer okay the last .000.000 is that fine? i can not get any higher than that.,0
1569,Porsche  .0 crossover  .8 Petrol  Cayenne Faridkot,0
1570,Remember that spoken promises are difficult to enforce. Ask the dealer to put all promises in writing.,0
1571,aman6098 Hi Aman stay tuned to our social media handles to get the latest updates on the Buzzard.,3
1572,Bhaskar80873485                                                               DM                    ,3
1573,Why do you recommend appointments?,0
1574,BhagwanThePoet Hi Bhagwan we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
1575,We understand the impact of our business on biodiversity and actively work towards preserving biodiversity hotspots and water bodies.  SustainabilityMonth  ConnectingAspirations httpst.coQlFEnfRLwt,3
1576,VeereshGAndani Hi Veeresh the safety of our customers is of utmost importance to us and hence we aim at building vehicles of nothing but the best quality.,3
1577,DINESH20042013 Hi Dinesh thank you for your interest in Tata Tiago. Please share your contact information and location details so that our team can connect with you for quicker assistance.,3
1578,"Brand Equity concurs India fell in   LoveAtFirstDrive . Did you? 
Click on httpst.co230UGzCGvf to watch this much-loved mini-series. httpst.corGytajkqVG",3
1579,BMW  .0 crossover  .0 Diesel  X5 Karnataka,0
1580,sumitma12091990 Hi Sumit we regret the inconvenience caused. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
1581,sribang Hi Srihari we'll definitely help you with this. Kindly share your desired car model and location details via DM so that our team can connect with you and assist further.,3
1582,Lexus  .0 sedan  .0 Petrol  GS  Naugachhia,0
1583,Pavan_Zion Hi Pavan we never want our customers to have such an experience with us. Please share your contact details car chassis number and the dealer information via DM so that our team can connect with you to assist further.,3
1584,pandeyprabodh                                                         DM                    ,3
1585,abhilashgautam Hi Abhilash we are glad to hear this. Feel free to connect back with us if you require any further assistance and we'd be happy to help.,3
1586,Yes we do offer financing.,0
1587,"""Check out our latest prestige cars ",0
1588,smukh2001 Hi Saurabh we never want our customers to have such an experience with us. Please share your contact details and the dealer information via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
1589,What is a Price check?,0
1590,AdeshCSE1 That's great to hear Adesh. Do share pictures and videos from your journeys with the Tata Hexa. We'd be glad to see them. ),3
1591,Mercedes-Benz  .0 crossover  .98 Diesel  GLS  Tikamgarh,0
1592," TPIRPostYourPrize  NewCar ""1",0
1593,"If they take these vehicles they cannot claim fuel expenses"" said the executive requesting anonymity.",0
1594,vipulpolamreddy Hi Vipul we're concerned to hear about the problems you've faced and would like to help you with it. Please share your contact information and vehicle model via DM so that we can have the relevant team assist you soon. httpst.coGpX5BQutJH,3
1595,BarigadaSrikant Hi Srikant thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1596,RaviPat93230099 Hi Ravi we're really delighted to see your love for the Harrier. Keep sharing your thoughts with us for the SUV that's  AboveAll. We'd be glad to hear them. ),3
1597,rksingh1899 Hi we'd like to better understand your concern. Kindly elaborate on it and also share your contact number vehicle model and car chassis number via DM and we'd be glad to help. httpst.coGpX5BQutJH,3
1598,Recently Bloomberg reported the second tender of 000 units had been postponed to  due to lack of charging infrastructure.,0
1599,Toyota  .0 crossover  .5 Diesel  Land Cruiser  Tuljapur,0
1600,4. What Does the Warranty Cover?,0
1601,pandeetee123                                                       DM                    ,3
1602,Rahul11600830 Hi Rahul we trust that the request raised by you have been addressed. Do get back to us if you need any further assistance and we d be glad to help you.,3
1603,The Buick Enclave Avenir welcomes you into an interior of luxury and refinement.   Shop our inventory online at  ,0
1604,May I have my mechanic inspect the car? If you don't know a mechanic ask the local American Automobile Association (AAA) chapter for a list of mechanics or look for a car repair shop with the AAA sign.,0
1605,My idea for All New Honda Mobilio.,0
1606,Girish_33 Hi Girish we suggest you visit your nearest Tata Motors dealership to get the on road price. You can also help us with your contact number and location details and we'll have our team connect with you to assist with your requirement.,3
1607,DSChauh54573033 However if you require any other help do let us know and we'll be happy to assist. (22),3
1608,ItsRomeo4 Hi thank you for your interest in Harrier. You can visit your nearest Tata Motors dealership to get the best guidance as per your needs. Click here httpst.cov4cvJhDmnT to locate the dealer that's closest to you. (12),3
1609,TPSGrewal Hi Tajinder we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further. httpst.coGpX5BQutJH,3
1610,SunnyKesarkar Hi Sunny we're disappointed to know about the experience you've had. Please share your car model contact information and vehicle chassis number via DM so that our team can connect with you for quicker assistance.,3
1611,beastoftraal Hi Karthik we're really delighted to see your love for the Harrier.  We suggest you to visit your nearest Tata Motors dealership to get a glimpse of the SUV that's  AboveAll. (12),3
1612,You may find yourself surprised to learn that you won t just be paying for the car itself. It s likely that there may be other fees that the dealer charges as well.,0
1613,mohammedafsal_k Hi Afsal is there anything specific we can assist you with? Please explain your concern in detail via DM and we'd be glad to help.,3
1614,Don't agree to dealer financing before you have shopped for financing at a bank or credit union and know the other rates available to you.,0
1615,"Cruise through the city streets effortlessly with Tata Tigor Automatic. Click on the link to  SkipTheClutch httpst.coIu9omfjS2E

 TheSedanForTheStars httpst.coEyESeQvYn1",3
1616,shaishavkhare Hi Shaishav we understand that our team has connected with you and taken a note of your concern. Rest assured that they will definitely provide an apt resolution for the same. We appreciate your patience in the meantime.,3
1617,Porsche  .0 crossover  .0 Diesel  Cayenne Sakaleshapura,0
1618,What should my mechanic check for?,0
1619,Volkswagen  .0 sedan  .0 Petrol  Passat B6 Malerkotla,0
1620,arora_vinil Hi Vinil we suggest you visit your nearest Tata Motors dealership to get the best guidance as per your query. To locate your nearest dealer please click the link here httpst.coLf8TfMkMk3.,3
1621,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke ""1",0
1622,bilalahmed9630 That's awesome Bilal! Do share more pictures and videos from your journeys with the Tata Tiago. We'd be glad to see them. ),3
1623,Mercedes-Benz  .0 sedan  .8 Gas  E-Class Bihar,0
1624,Bhaskar80873485 Hi Bhaskar thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1625," cars  carlease  luxurycars ""1",0
1626,Animesh7287 Hi do let us know the specifics of your query for us to take this forward.,3
1627, nissangtr  nissan  gtr  ,0
1628,This is a chance for the seller to let you know about any incidents the car has been in whether it be a minor fender bender or a major incident. Ask them to tell you where on the vehicle the damage occurred and what repair work was done. Review the CARFAX Canada report to ask about a,0
1629,MehrajShaik12 Hi Mehraj thank you for sharing your car chassis number. However we also require the contact details via DM so that we can have the relevant team connect with you to assist further. httpst.coGpX5BQutJH,3
1630,But if you re on a budget your goal should be to find a cost-effective car that won t drain your wallet at the gas pump. Talk to your dealer and express your needs when it comes to gas mileage.,0
1631,I did few times..max  kmph... after which the engine cuts off.. it us highly unstable at that speeds... mind you..pot holes...emergency breaking..lane changes.... can cause devastating accidents.,0
1632,"""RT AMTAutoUK Find out more ",0
1633,samitricha Alternatively you can share your contact number and location details so that we can have the relevant team get in touch with you at the earliest. (22),3
1634,Mercedes-Benz  .0 other  .4 Gas  E-Class Uttar Pradesh,0
1635,pntkhandelwal2 Hi Puneet we completely understand your reason for concern. However without the requested details we will not be able to forward your concern to the relevant team.  (12),3
1636,AND,0
1637,kshyamk Do get back to us if you need any further assistance and we d be glad to help you. (22),3
1638,Nissan  .154 crossover  .2 Petrol  Qashqai Andhra Pradesh,0
1639,Does Tata Harrier have a petrol model? What is the engine capacity and mileage?,0
1640,6006cb88daab48e Hi Yatindra thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1641,sdsanap1984 Hi Sandip we would really like to help you with this. Please provide your contact information car chassis number and dealer details via DM so we can have the relevant team contact you for further assistance.,3
1642,"""Personality vs. Pocketbook Should you lease finance or pay cash for your next car?  NewCar ",0
1643,Price check service is a no obligation quote to compare the vehicle that you are in the market to purchase to see if you are really getting a good deal. There is no obligation to purchase from us or cost associated with this service. We will respond to price check inquires with a ho,0
1644,"Cruise through the city streets effortlessly with Tata Tigor Automatic. Click the link to book a test drive. httpst.coIu9omfjS2E

 TheSedanForTheStars",3
1645,This site provides its services for a fee. You can subscribe to the Consumer Checkbook's CarDeals newsletter that provides updated information on incentives and rebates. They also operate a car buying service in the Washington D.C. metropolitan area.,0
1646,Warranties vary on the automaker and on the vehicles themselves.,0
1647,shreyanklagad Hi Shreyank thank you for sharing your contact number. However we also require vehicle chassis number and the dealer details so that we can have the relevant team connect with you to assist further.,3
1648,The Single Plate Dry Friction Type Booster Assisted  mm Dia Organic Clutch in the Signa .T enables a smooth and more efficient engine torque transfer requires zero wear adjustment zero maintenance and enjoys a relatively longer life.  TataSigna  DeshKeTruck  TataTrucks httpst.covo09vmwt8C,3
1649,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
1650,Rubber bushings damaged or missing,0
1651,BMW  .0 sedan  .4 Petrol   PandUrban Agglomeration,0
1652,seller actually that's the best price that we can give to you during this month yeah it's a special price,0
1653,Manual clutch slips or chatters,0
1654,krashutosh21 Hi Ashutosh we never want our customers to have such an experience with us. Please share your contact details and car chassis number via DM so that our team can connect with you to assist further.,3
1655,jainkoushik31 Hi Koushik we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
1656, talonzout  talonsout  blueteam  lancer  mitsubishi  newcar ,0
1657,Porsche  .0 crossover  .8 Petrol  Cayenne Moradabad,0
1658,Lining or pad thickness less than 32 inch,0
1659,raaajaaa15 Thank you for helping us with the requested details. We've shared them with our team and they ll soon connect with you to assist further.,3
1660,FACT  DidYouKnow that the 'new ca  ,0
1661,The Prima Lx .S comes with a Gear Shift Advisor for load and terrain based gear shift prompting that maximises fuel economy and enables higher productivity.  DeshKeTruck  TataTrucks httpst.coDUGSDarzNb,3
1662,Shivamcjs Hi Shivam thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1663,ShokeenMukesh Thank you for sharing the requisite details Mukesh. We've shared them with the relevant team and they'll soon contact you for further assistance.,3
1664,Every seat in our bus has a Collapsible Grab Handle behind it so that the child on the seat at the back can hold on to it in case of sudden halts or jerks.   TataSkoolBus httpst.coqYTctNG0HK,3
1665,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
1666,Rabin0702 Hi Ravi we would like to know more about your concern. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
1667,What are some things I should check for when looking over a used car?,0
1668,Mitsubishi  .0 crossover  .8 Gas  Pajero Wagon Oddanchatram,0
1669,shreyansh9907 Congratulations on purchasing the Harrier Shreyansh. We welcome you to the Tata Motors family. ),3
1670,A spokesperson for Mahindra and Mahindra declined to comment.,0
1671,Lexus  .0 crossover  .7 Petrol  LX  Pasighat,0
1672,"""2009 BMW i ",0
1673,rajanjil98 Hi Rajnish we're sorry that you've had to face this and would like to help. Please share your contact details car chassis number &amp; dealer information via DM so that we can soon contact you to help improve your experience with Tata Motors.,3
1674,DSChauh54573033 Hi Mr. Chauhan we are extremely sorry for the error in our response we request you to ignore the same. Also we understand that our team has shared the necessary information and provided the best possible resolution for your concern. (12),3
1675,BMW  .0 crossover  .5 Diesel  X5 Madhya Pradesh,0
1676,Nissan  .897 crossover  .6 Petrol  Juke Mathura,0
1677,navin334 Hi Navin we value your feedback and have shared it with the relevant team. Rest assured it will definitely be looked into. Do let us know if you require any further assistance and we'd be happy to help.,3
1678,We're making room for  vehicles to arrive so come get your best deal now on a  Buick or GMC! ??????  newcar  ,0
1679,Raman1063Raman Hi Raman sorry for the inconvenience. Simply click the link to message us via a DM httpst.coGpX5BQutJH.,3
